fecha;nombre_experimento;categoria;id_request;request;response;tipo_resultado;resultado_esperado;resultado_obtenido;LOGIN_LIMITER_MAX
2024-03-16 13:34:22.598331;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;0;{'username': 'robert@gmail.com', 'password': 'Password1!', 'code': '4210'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:22.785225;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;1;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '0713'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:22.806097;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;2;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '3632'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:22.827415;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;3;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '267834'};{'message': 'Login successful!'};status_code;200;200;1
2024-03-16 13:34:22.843817;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;4;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '4250'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:22.860625;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;5;{'username': 'robert@gmail.com', 'password': 'Password1!', 'code': '1022'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:22.922215;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;6;{'username': 'jhon@gmail.com', 'password': 'Password1!', 'code': '267834'};{'message': 'Login successful!'};status_code;200;200;1
2024-03-16 13:34:22.939872;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;7;{'username': 'robert@gmail.com', 'password': 'Password1!', 'code': '0093'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:22.961201;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;8;{'username': 'robert@gmail.com', 'password': 'Password1!', 'code': '5835'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.013329;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;9;{'username': 'maria@gmail.com', 'password': 'Password1!', 'code': '8620'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.030808;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;10;{'username': 'maria@gmail.com', 'password': 'Password1!', 'code': '8746'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.043889;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;11;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '267834'};{'message': 'Login successful!'};status_code;200;200;1
2024-03-16 13:34:23.061874;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;12;{'username': 'jhon@gmail.com', 'password': 'Password1!', 'code': '267834'};{'message': 'Login successful!'};status_code;200;200;1
2024-03-16 13:34:23.077878;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;13;{'username': 'maria@gmail.com', 'password': 'Password1!', 'code': '3299'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.089673;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;14;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '5231'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.108622;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;15;{'username': 'jhon@gmail.com', 'password': 'Password1!', 'code': '267834'};{'message': 'Login successful!'};status_code;200;200;1
2024-03-16 13:34:23.138474;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;16;{'username': 'robert@gmail.com', 'password': 'Password1!', 'code': '267834'};{'message': 'Login successful!'};status_code;200;200;1
2024-03-16 13:34:23.168609;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;17;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '1799'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.245684;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;18;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '4379'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.268037;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;19;{'username': 'maria@gmail.com', 'password': 'Password1!', 'code': '6688'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.284385;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;20;{'username': 'jhon@gmail.com', 'password': 'Password1!', 'code': '267834'};{'message': 'Login successful!'};status_code;200;200;1
2024-03-16 13:34:23.300363;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;21;{'username': 'maria@gmail.com', 'password': 'Password1!', 'code': '2313'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.314844;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;22;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '3845'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.327437;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;23;{'username': 'jhon@gmail.com', 'password': 'Password1!', 'code': '7001'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.350591;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;24;{'username': 'jhon@gmail.com', 'password': 'Password1!', 'code': '5099'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.371031;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;25;{'username': 'maria@gmail.com', 'password': 'Password1!', 'code': '8704'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.386823;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;26;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '7234'};{'message': 'Invalid code!'};status_code;401;401;1
2024-03-16 13:34:23.405124;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;27;{'username': 'dgamez@gmail.com', 'password': 'Password1!', 'code': '267834'};{'message': 'Login successful!'};status_code;200;200;1
2024-03-16 13:34:23.419871;experimento_confidencialidad_002_login_contrasenia_correcta_codigo2fa_incorrecto;confidencialidad;28;{'username': 'jhon@gmail.com', 'password': 'Password1!', 'code': '3721'};{'message': 'Invalid code!'};status_code;401;401;1
