fecha;nombre_experimento;categoria;id_request;request;response;tipo_resultado;resultado_esperado;resultado_obtenido;LOGIN_LIMITER_MAX
2024-03-16 11:21:34.253930;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;0;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '1336'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.303014;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;1;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '2023'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.325262;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;2;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '1223'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.543094;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;3;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '3256'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.601474;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;4;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '4311'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.630801;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;5;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '3126'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.697202;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;6;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '1365'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.783164;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;7;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '0566'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.812261;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;8;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '8488'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.863031;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;9;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '8518'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.916180;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;10;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '8869'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.948683;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;11;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '4064'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:34.999876;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;12;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '6544'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.034700;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;13;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '1532'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.069185;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;14;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '8139'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.115816;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;15;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '6540'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.137940;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;16;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '5463'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.156485;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;17;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '3919'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.184658;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;18;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '1469'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.204509;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;19;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '7017'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.226646;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;20;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '1616'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.269301;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;21;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '3646'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.335557;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;22;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '0187'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.363328;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;23;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '8799'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.383813;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;24;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '8482'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.398499;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;25;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '9919'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.430264;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;26;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '0334'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.449476;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;27;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '3745'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.520898;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;28;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '2831'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.546828;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;29;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '1970'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.565083;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;30;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '8212'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.584769;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;31;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '4819'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.669932;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;32;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '6970'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.686635;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;33;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '0738'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-16 11:21:35.700581;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;34;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '6461'};{'message': 'Invalid username or password!'};status_code;401;401;1
