fecha;nombre_experimento;categoria;id_request;request;response;tipo_resultado;resultado_esperado;resultado_obtenido;LOGIN_LIMITER_MAX
2024-03-15 23:21:58.655406;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;0;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '3128'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.695623;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;1;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '3825'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.711088;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;2;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '8075'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.725538;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;3;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '9342'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.735796;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;4;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '4224'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.745837;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;5;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '3421'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.758336;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;6;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '1706'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.772646;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;7;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '5287'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.785345;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;8;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '1388'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.800590;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;9;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '2152'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.815526;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;10;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '5809'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.825095;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;11;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '6855'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.833319;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;12;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '9256'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.841925;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;13;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '3937'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.851870;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;14;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '0076'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.864977;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;15;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '4414'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.874953;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;16;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '4464'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.882771;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;17;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '9857'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.891630;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;18;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '1142'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.906991;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;19;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '3522'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.920426;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;20;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '6028'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.928795;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;21;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '0778'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.940181;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;22;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '0207'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.948907;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;23;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '0089'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.962542;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;24;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '1647'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.977161;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;25;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '3630'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.987069;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;26;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '2868'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:58.996669;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;27;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '7657'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.519193;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;28;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '0226'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.532745;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;29;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '3084'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.543795;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;30;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '3441'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.553458;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;31;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '5418'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.568088;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;32;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '8452'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.585179;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;33;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '4700'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.600442;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;34;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '3202'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.622930;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;35;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '4802'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.636779;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;36;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '5743'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.667797;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;37;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '3087'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.678334;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;38;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '6509'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.686773;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;39;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '9996'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:21:59.695207;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;40;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '6839'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.160885;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;41;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '2936'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.173579;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;42;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '0027'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.181395;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;43;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '9682'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.190744;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;44;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '9709'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.198852;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;45;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '1474'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.210886;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;46;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '8253'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.222127;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;47;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '9431'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.230158;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;48;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '1593'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.238227;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;49;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '8790'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.514886;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;50;{'username': 'jhon@gmail.com', 'password': 'pasS98*!', 'code': '3132'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.525697;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;51;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '3298'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.533791;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;52;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '0453'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.543355;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;53;{'username': 'maria@gmail.com', 'password': 'pasS98*!', 'code': '2752'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.556223;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;54;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '7478'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.569113;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;55;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '8994'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.583828;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;56;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '5611'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.597957;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;57;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '9586'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.610192;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;58;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '2126'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.623183;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;59;{'username': 'dgamez@gmail.com', 'password': 'pasS98*!', 'code': '9382'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.638712;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;60;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '2314'};{'message': 'Invalid username or password!'};status_code;401;401;1
2024-03-15 23:22:00.653095;experimento_confidencialidad_001_login_fuerza_bruta;confidencialidad;61;{'username': 'robert@gmail.com', 'password': 'pasS98*!', 'code': '6273'};{'message': 'Invalid username or password!'};status_code;401;401;1
