fecha;nombre_experimento;categoria;id_request;request;response;tipo_resultado;resultado_esperado;resultado_obtenido;LOGIN_LIMITER_MAX
2024-03-16 13:17:37.874441;experimento_integridad_002_edicion_usuario;integridad;0;{'usuario': 'christopher04@example.net', 'name': 'Madison Cohen DVM', 'phone': '423-773-6172x5027'};{'message': "The server could not verify that you are authorized to access the URL requested. You either supplied the wrong credentials (e.g. a bad password), or your browser doesn't understand how to supply the credentials required."};status_code;401;401;1
2024-03-16 13:17:37.904013;experimento_integridad_002_edicion_usuario;integridad;1;{'usuario': 'heather92@example.org', 'name': 'Andrew Perez', 'phone': '(227)527-1056x346'};{'message': "The server could not verify that you are authorized to access the URL requested. You either supplied the wrong credentials (e.g. a bad password), or your browser doesn't understand how to supply the credentials required."};status_code;401;401;1
2024-03-16 13:17:37.914533;experimento_integridad_002_edicion_usuario;integridad;2;{'usuario': 'olivia75@example.net', 'name': 'Katherine Koch', 'phone': '001-389-343-0212x3460'};{'message': "The server could not verify that you are authorized to access the URL requested. You either supplied the wrong credentials (e.g. a bad password), or your browser doesn't understand how to supply the credentials required."};status_code;401;401;1
2024-03-16 13:17:37.925845;experimento_integridad_002_edicion_usuario;integridad;3;{'usuario': 'rjones@example.com', 'name': 'Jill Collins', 'phone': '001-682-873-7305x521'};{'message': "The server could not verify that you are authorized to access the URL requested. You either supplied the wrong credentials (e.g. a bad password), or your browser doesn't understand how to supply the credentials required."};status_code;401;401;1
2024-03-16 13:17:37.943815;experimento_integridad_002_edicion_usuario;integridad;4;{'usuario': 'afields@example.org', 'name': 'Bryan Jimenez', 'phone': '782-238-3165'};{'message': "The server could not verify that you are authorized to access the URL requested. You either supplied the wrong credentials (e.g. a bad password), or your browser doesn't understand how to supply the credentials required."};status_code;401;401;1
2024-03-16 13:17:37.957520;experimento_integridad_002_edicion_usuario;integridad;5;{'usuario': 'wwilliams@example.com', 'name': 'Andrew Bean', 'phone': '215-942-3320x56985'};{'message': "The server could not verify that you are authorized to access the URL requested. You either supplied the wrong credentials (e.g. a bad password), or your browser doesn't understand how to supply the credentials required."};status_code;401;401;1
2024-03-16 13:17:37.971570;experimento_integridad_002_edicion_usuario;integridad;6;{'usuario': 'kenneth77@example.org', 'name': 'Michael Kelley', 'phone': '333-380-2409'};{'message': 'Data edited successfully!'};status_code;200;200;1
2024-03-16 13:17:37.998409;experimento_integridad_002_edicion_usuario;integridad;7;{'usuario': 'laurenjames@example.net', 'name': 'Austin Williams', 'phone': '259-379-9665'};{'message': "The server could not verify that you are authorized to access the URL requested. You either supplied the wrong credentials (e.g. a bad password), or your browser doesn't understand how to supply the credentials required."};status_code;401;401;1
2024-03-16 13:17:38.008013;experimento_integridad_002_edicion_usuario;integridad;8;{'usuario': 'schneidermark@example.org', 'name': 'Gabriel Kaufman', 'phone': '694-673-0724x05186'};{'message': "The server could not verify that you are authorized to access the URL requested. You either supplied the wrong credentials (e.g. a bad password), or your browser doesn't understand how to supply the credentials required."};status_code;401;401;1
2024-03-16 13:17:38.020001;experimento_integridad_002_edicion_usuario;integridad;9;{'usuario': 'caitlin56@example.org', 'name': 'Donna Wilson', 'phone': '(299)657-6387x0319'};{'message': "The server could not verify that you are authorized to access the URL requested. You either supplied the wrong credentials (e.g. a bad password), or your browser doesn't understand how to supply the credentials required."};status_code;401;401;1
