"fecha","nombre_experimento","categoria","id_request","request","request_response","tipo_resultado","resultado_esperado","resultado_obtenido","LOGIN_LIMITER_MAX"
"2024-03-16 12:43:35.021336","experimento_integridad_001_XSS","integridad","1","{'username': ""robert<script>alert('XSS1')</script>@gmail.com"", 'password': 'Password1!', 'code': '3332'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.023966","experimento_integridad_001_XSS","integridad","2","{'username': 'robertonmouseenter=alert(3)@gmail.com', 'password': 'Password1!', 'code': '0273'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.026400","experimento_integridad_001_XSS","integridad","3","{'username': ""robertsetTimeout('alert(5)', 0)@gmail.com"", 'password': 'Password1!', 'code': '0634'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.028743","experimento_integridad_001_XSS","integridad","4","{'username': ""robert<script>alert('')</script>@gmail.com"", 'password': 'Password1!', 'code': '5734'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.031133","experimento_integridad_001_XSS","integridad","5","{'username': 'robertonload=alert(3)@gmail.com', 'password': 'Password1!', 'code': '7850'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.033514","experimento_integridad_001_XSS","integridad","6","{'username': ""robertjavascript:void(window.alert('XSS5'))@gmail.com"", 'password': 'Password1!', 'code': '1660'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.036061","experimento_integridad_001_XSS","integridad","7","{'username': ""robert<script>alert('XSS1')</script>@gmail.com"", 'password': 'Password1!', 'code': '8173'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.039491","experimento_integridad_001_XSS","integridad","8","{'username': 'robertonmouseenter=alert(3)@gmail.com', 'password': 'Password1!', 'code': '3832'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.042658","experimento_integridad_001_XSS","integridad","9","{'username': ""robertsetTimeout('alert(5)', 0)@gmail.com"", 'password': 'Password1!', 'code': '6379'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.045484","experimento_integridad_001_XSS","integridad","10","{'username': ""robert<script>alert('')</script>@gmail.com"", 'password': 'Password1!', 'code': '6146'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.048128","experimento_integridad_001_XSS","integridad","11","{'username': 'robertonload=alert(3)@gmail.com', 'password': 'Password1!', 'code': '9919'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.050930","experimento_integridad_001_XSS","integridad","12","{'username': ""robertjavascript:void(window.alert('XSS5'))@gmail.com"", 'password': 'Password1!', 'code': '8049'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.054177","experimento_integridad_001_XSS","integridad","13","{'username': ""robert<script>alert('XSS1')</script>@gmail.com"", 'password': 'Password1!', 'code': '6222'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.057183","experimento_integridad_001_XSS","integridad","14","{'username': 'robertonmouseenter=alert(3)@gmail.com', 'password': 'Password1!', 'code': '2717'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.060199","experimento_integridad_001_XSS","integridad","15","{'username': ""robertsetTimeout('alert(5)', 0)@gmail.com"", 'password': 'Password1!', 'code': '5897'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.063175","experimento_integridad_001_XSS","integridad","16","{'username': ""robert<script>alert('')</script>@gmail.com"", 'password': 'Password1!', 'code': '8094'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.065655","experimento_integridad_001_XSS","integridad","17","{'username': 'robertonload=alert(3)@gmail.com', 'password': 'Password1!', 'code': '9953'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.068269","experimento_integridad_001_XSS","integridad","18","{'username': ""robertjavascript:void(window.alert('XSS5'))@gmail.com"", 'password': 'Password1!', 'code': '6003'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.071104","experimento_integridad_001_XSS","integridad","19","{'username': ""robert<script>alert('XSS1')</script>@gmail.com"", 'password': 'Password1!', 'code': '4841'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.073535","experimento_integridad_001_XSS","integridad","20","{'username': 'robertonmouseenter=alert(3)@gmail.com', 'password': 'Password1!', 'code': '5302'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.075763","experimento_integridad_001_XSS","integridad","21","{'username': ""robertsetTimeout('alert(5)', 0)@gmail.com"", 'password': 'Password1!', 'code': '1587'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.078058","experimento_integridad_001_XSS","integridad","22","{'username': ""robert<script>alert('')</script>@gmail.com"", 'password': 'Password1!', 'code': '3378'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.080933","experimento_integridad_001_XSS","integridad","23","{'username': 'robertonload=alert(3)@gmail.com', 'password': 'Password1!', 'code': '6121'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.084470","experimento_integridad_001_XSS","integridad","24","{'username': ""robertjavascript:void(window.alert('XSS5'))@gmail.com"", 'password': 'Password1!', 'code': '6953'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.087394","experimento_integridad_001_XSS","integridad","25","{'username': ""robert<script>alert('XSS1')</script>@gmail.com"", 'password': 'Password1!', 'code': '5470'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.089982","experimento_integridad_001_XSS","integridad","26","{'username': 'robertonmouseenter=alert(3)@gmail.com', 'password': 'Password1!', 'code': '9476'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.092319","experimento_integridad_001_XSS","integridad","27","{'username': ""robertsetTimeout('alert(5)', 0)@gmail.com"", 'password': 'Password1!', 'code': '6535'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.095051","experimento_integridad_001_XSS","integridad","28","{'username': ""robert<script>alert('')</script>@gmail.com"", 'password': 'Password1!', 'code': '4133'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
"2024-03-16 12:43:35.098773","experimento_integridad_001_XSS","integridad","29","{'username': 'robertonload=alert(3)@gmail.com', 'password': 'Password1!', 'code': '9871'}","Se detectó un intento de XSS Cross-Site Scripting.","status_code","400","400","1000"
